id,price,beds,baths,garage,sqft,year_built,address,postal_code,state,city,pictures,county,pictures1
3618276782,325000,4.0,3.0,2.0,2727.0,1979.0,3411 Tee Dr,44333.0,OH,Akron,https://ap.rdcpix.com/75e9c62fad192ab387b75b15cb6eee18l-m156588s.jpg,Summit,https://ap.rdcpix.com/75e9c62fad192ab387b75b15cb6eee18l-m3867020947s.jpg
4368550290,260000,3.0,2.0,2.0,2032.0,1989.0,9728 Grist Mill Run,44138.0,OH,Olmsted Falls,https://ap.rdcpix.com/a1d13a9eda692f294177bcffe4fbc7f2l-m2700990664s.jpg,Cuyahoga,https://ap.rdcpix.com/a1d13a9eda692f294177bcffe4fbc7f2l-m2299210637s.jpg
3069969671,199900,4.0,1.0,,1860.0,1880.0,304 E Main St,45347.0,OH,New Paris,https://ap.rdcpix.com/0cb232dca232cef3214348e43b9e325dl-m2375429561s.jpg,Preble,https://ap.rdcpix.com/0cb232dca232cef3214348e43b9e325dl-m510689559s.jpg
4070863582,92000,2.0,2.0,2.0,,1999.0,2001 Justin Ln,45106.0,OH,Bethel,https://ap.rdcpix.com/ebf8d49f9c734c47e00836d00684b6edl-m2737134421s.jpg,Clermont,https://ap.rdcpix.com/ebf8d49f9c734c47e00836d00684b6edl-m2246663656s.jpg
9221097659,349900,4.0,3.0,3.0,2265.0,2022.0,Lake Forest Dr Lot 185,43025.0,OH,Hebron,https://ap.rdcpix.com/b609fcca4c3fea2d16eabfd863661469l-m776466531s.jpg,Licking,https://ap.rdcpix.com/b609fcca4c3fea2d16eabfd863661469l-m1022008767s.jpg
4839177137,79800,2.0,1.0,,686.0,1972.0,8175 N Shore Blvd Unit 80,43440.0,OH,Marblehead,https://ap.rdcpix.com/b698e79759e17783c443eb1452cf011bl-m4057787836s.jpg,Ottawa,https://ap.rdcpix.com/b698e79759e17783c443eb1452cf011bl-m250233847s.jpg
4817326395,279900,5.0,3.0,2.0,2464.0,1993.0,531 Cox Rd,45601.0,OH,Chillicothe,https://ap.rdcpix.com/670f292d489a18dc9de32927ccccf3b2l-m1124866045s.jpg,Ross,https://ap.rdcpix.com/670f292d489a18dc9de32927ccccf3b2l-m3543926104s.jpg
3207126223,309900,4.0,2.0,2.0,2154.0,1970.0,12220 Moss Point Rd,44136.0,OH,Strongsville,https://ap.rdcpix.com/de42fb2b2d82930643eab10a05663b62l-m1480233429s.jpg,Cuyahoga,https://ap.rdcpix.com/de42fb2b2d82930643eab10a05663b62l-m2832255194s.jpg
3875969552,168000,3.0,2.0,,2093.0,1951.0,5632 Rambo Ln,43623.0,OH,Toledo,https://ap.rdcpix.com/292879bf0a6775d5c8edbe7d4b9c3eccl-m558131304s.jpg,Lucas,https://ap.rdcpix.com/292879bf0a6775d5c8edbe7d4b9c3eccl-m1204927942s.jpg
4838616680,429900,3.0,3.0,2.0,3201.0,2018.0,155 Kaitlyn Dr,43062.0,OH,Etna,https://ap.rdcpix.com/0ddb7d2946643d5bff282b58d142345bl-m3352292138s.jpg,Licking,https://ap.rdcpix.com/0ddb7d2946643d5bff282b58d142345bl-m1883165881s.jpg
4443829235,182900,3.0,2.0,2.0,2348.0,1957.0,9298 Ackley Rd,44130.0,OH,Parma Heights,https://ap.rdcpix.com/643127accbd27437553d355c436b382dl-m1727513771s.jpg,Cuyahoga,https://ap.rdcpix.com/643127accbd27437553d355c436b382dl-m1371783548s.jpg
4370367365,235000,2.0,2.0,1.0,1162.0,1925.0,3801 S Berkley Cir,45236.0,OH,Cincinnati,https://ap.rdcpix.com/263669c53e95aa1b23b4d3cb1ed0e572l-m812803231s.jpg,Hamilton,https://ap.rdcpix.com/263669c53e95aa1b23b4d3cb1ed0e572l-m1415155363s.jpg
